Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case
6/13/2020,Puducherry,10008,Samples Sent,193,9636,183,,3431,Hospital,,,,,,63,27983,4101,1.93%,6.65,6654,52
6/14/2020,Puducherry,10321,Samples Sent,206,9872,243,,3546,Hospital,,,,,,,,,2.00%,6.86,6862,50
6/15/2020,Puducherry,10486,Samples Sent,214,10231,41,,3633,Hospital,,,,,,63,27914,4018,2.04%,6.97,6972,49
6/16/2020,Puducherry,10929,Samples Sent,233,10511,189,,3741,Hospital,,,,,,63,27880,3998,2.13%,7.27,7267,47
6/17/2020,Puducherry,11356,Samples Sent,257,10920,179,,3856,Hospital,,,,,,,,,2.26%,7.55,7551,44
6/18/2020,Puducherry,11679,Samples Sent,285,11230,164,,4003,Hospital,,,,,,,,,2.44%,7.77,7765,41
6/19/2020,Puducherry,11992,Samples Sent,301,11486,206,,4087,Hospital,,,,,,,,,2.51%,7.97,7973,40
6/20/2020,Puducherry,12409,Samples Sent,353,11866,190,,4284,Hospital,,,,,,,,,2.84%,8.25,8251,35
6/21/2020,Puducherry,12781,Samples Sent,389,12233,159,,4462,Hospital,,,,,,,,,3.04%,8.5,8498,33
6/22/2020,Puducherry,13037,Samples Sent,407,12526,104,,,,,,,,,,,,3.12%,8.67,8668,32
6/23/2020,Puducherry,13435,Samples Sent,426,12835,174,,4693,Hospital,,,,,,,,,3.17%,8.93,8933,32
6/24/2020,Puducherry,13861,Samples Sent,489,13171,201,,4843,Hospital,,,,,,,,,,,,
6/25/2020,Puducherry,14267,Samples Sent,532,13474,261,,4954,Hospital,,,,,,,,,,,,
6/26/2020,Puducherry,14689,Samples Sent,565,13908,216,,5045,Hospital,,,,,,,,,,,,
4/2/2020,Punjab,1434,Samples Sent,37,,1397,,,,,,,,,,,,2.58%,0.05,48,39
4/8/2020,Punjab,2937,Samples Sent,106,2614,217,,,,,,,,,,,,3.61%,0.1,98,28
4/9/2020,Punjab,3192,Samples Sent,130,2777,285,,,,,,,,,,,,4.07%,0.11,107,25
4/10/2020,Punjab,3461,Samples Sent,151,2972,338,,,,,,,,,,,,4.36%,0.12,116,23
4/11/2020,Punjab,3909,Samples Sent,158,3249,502,,,,,,,,,,,,4.04%,0.13,131,25
4/12/2020,Punjab,4281,Samples Sent,170,3590,521,,,,,,,,,,,,3.97%,0.14,143,25
4/13/2020,Punjab,4480,Samples Sent,176,3858,446,,,,,,,,,,,,3.93%,0.15,150,25
4/14/2020,Punjab,4844,Samples Sent,184,4047,613,,,,,,,,,,,,3.80%,0.16,162,26
4/15/2020,Punjab,5193,Samples Sent,186,4404,603,,,,,,,,,,,,3.58%,0.17,174,28
4/16/2020,Punjab,5524,Samples Sent,197,4727,600,,,,,,,,,,,,3.57%,0.19,185,28
4/17/2020,Punjab,5988,Samples Sent,211,5113,664,,,,,,,,,,,,3.52%,0.2,201,28
4/18/2020,Punjab,6167,Samples Sent,234,5354,579,,,,,,,,,,,,3.79%,0.21,207,26
4/19/2020,Punjab,6607,Samples Sent,244,5949,414,,,,,,,,,,,,3.69%,0.22,221,27
4/20/2020,Punjab,6797,Samples Sent,245,6273,279,,,,,,,,,,,,3.60%,0.23,228,28
4/21/2020,Punjab,7355,Samples Sent,251,6769,335,,,,,,,,,,,,3.41%,0.25,246,29
4/22/2020,Punjab,7887,Samples Sent,257,7100,530,,,,,,,,,,,,3.26%,0.26,264,31
4/23/2020,Punjab,8757,Samples Sent,283,7433,1041,,,,,,,,,,,,3.23%,0.29,293,31
4/24/2020,Punjab,10611,Samples Sent,298,8310,2003,,,,,,,,,,,,2.81%,0.36,355,36
4/25/2020,Punjab,13270,Samples Sent,308,9392,3569,,,,,,,,,,,,2.32%,0.44,444,43
4/26/2020,Punjab,14317,Samples Sent,322,10497,3498,,,,,,,,,,,,2.25%,0.48,479,44
4/27/2020,Punjab,15516,Samples Sent,330,12333,2853,,,,,,,,,,,,2.13%,0.52,520,47
4/28/2020,Punjab,17021,Samples Sent,342,13966,2713,,,,,,,,,,,,2.01%,0.57,570,50
4/29/2020,Punjab,18670,Samples Sent,375,15690,2605,,,,,,,,,,,,2.01%,0.63,625,50
4/30/2020,Punjab,21205,Samples Sent,480,17286,3439,,,,,,,,,,,,2.26%,0.71,710,44
5/1/2020,Punjab,23176,Samples Sent,585,18222,4369,,,,,,,,,,,,2.52%,0.78,776,40
5/2/2020,Punjab,24868,Samples Sent,772,19316,4780,,,,,,,,,,,,3.10%,0.83,833,32
5/3/2020,Punjab,26439,Samples Sent,1102,20197,5140,,,,,,,,,,,,4.17%,0.89,885,24
5/4/2020,Punjab,28545,Samples Sent,1232,21295,6018,,,,,,,,,,,,4.32%,0.96,956,23
5/5/2020,Punjab,30199,Samples Sent,1451,23352,5396,,,,,,,,,,,,4.80%,1.01,1011,21
5/6/2020,Punjab,32060,Samples Sent,1526,24303,6231,,,,,,,,,,,,4.76%,1.07,1074,21
5/7/2020,Punjab,34701,Samples Sent,1644,28933,4124,,,,,,,,,,,,4.74%,1.16,1162,21
5/8/2020,Punjab,37950,Samples Sent,1731,31219,5000,,,,,,,,,,,,4.56%,1.27,1271,22
5/9/2020,Punjab,39462,Samples Sent,1762,33639,4061,,,,,,,,,,,,4.47%,1.32,1322,22
5/10/2020,Punjab,40962,Samples Sent,1823,35293,3845,,,,,,,,,,,,4.45%,1.37,1372,22
5/11/2020,Punjab,42306,Samples Sent,1877,37993,2436,,,,,,,,,,,,4.44%,1.42,1417,23
5/12/2020,Punjab,43999,Samples Sent,1914,39060,3025,,,,,,,,,,,,4.35%,1.47,1474,23
5/13/2020,Punjab,46026,Samples Sent,1924,40637,3465,,,,,,,,,,,,4.18%,1.54,1541,24
5/14/2020,Punjab,47408,Samples Sent,1935,42425,3048,,,,,,,,,,,,4.08%,1.59,1588,25
5/15/2020,Punjab,49301,Samples Sent,1932,44319,3050,,,,,,,,,,,,3.92%,1.65,1651,26
5/16/2020,Punjab,50613,Samples Sent,1946,46028,2639,,,,,,,,,,,,3.84%,1.7,1695,26
5/17/2020,Punjab,51812,Samples Sent,1964,47484,2364,,,,,,,,,,,,3.79%,1.74,1735,26
5/18/2020,Punjab,52955,Samples Sent,1980,48813,2162,,,,,,,,,,,,3.74%,1.77,1774,27
5/19/2020,Punjab,55634,Samples Sent,2002,50070,3562,,,,,,,,,,,,3.60%,1.86,1863,28
5/20/2020,Punjab,57737,Samples Sent,2005,51956,3776,,,,,,,,,,,,3.47%,1.93,1934,29
5/21/2020,Punjab,59618,Samples Sent,2028,53871,3719,,,,,,,,,,,,3.40%,2,1997,29
5/22/2020,Punjab,62399,Samples Sent,2029,55777,4593,,,,,,,,,,,,3.25%,2.09,2090,31
5/23/2020,Punjab,63567,Samples Sent,2045,57899,3623,,,,,,,,,,,,3.22%,2.13,2129,31
5/24/2020,Punjab,66142,Samples Sent,2060,60114,3968,,,,,,,,,,,,3.11%,2.22,2215,32
5/25/2020,Punjab,67213,Samples Sent,2081,62686,2446,,,,,,,,,,,,3.10%,2.25,2251,32
5/26/2020,Punjab,69818,Samples Sent,2106,64160,3552,,,,,,,,,,,,3.02%,2.34,2338,33
5/27/2020,Punjab,72468,Samples Sent,2139,66417,3912,,,,,,,,,,,,2.95%,2.43,2427,34
5/28/2020,Punjab,72468,Samples Sent,2158,67325,2985,,,,,,,,,,,,2.98%,2.43,2427,34
5/29/2020,Punjab,81021,Samples Sent,2197,,,,,,,,,,,,,,2.71%,2.71,2713,37
5/30/2020,Punjab,84497,Samples Sent,2233,,,,,,,,,,,,,,2.64%,2.83,2830,38
5/31/2020,Punjab,87852,Samples Sent,2263,,,,,,,,,,,,,,2.58%,2.94,2942,39
6/1/2020,Punjab,91113,Samples Sent,2301,,,,,,,,,,,,,,2.53%,3.05,3051,40
6/2/2020,Punjab,96329,Samples Sent,2342,,,,,,,,,,,,,,2.43%,3.23,3226,41
6/3/2020,Punjab,101036,Samples Sent,2376,,,,,,,,,,,,,,2.35%,3.38,3384,43
6/4/2020,Punjab,106933,Samples Sent,2415,,,,,,,,,,,,,,2.26%,3.58,3581,44
6/5/2020,Punjab,113542,Samples Sent,2461,,,,,,,,,,,,,,2.17%,3.8,3803,46
6/6/2020,Punjab,115974,Samples Sent,2515,,,,,,,,,,,,,,2.17%,3.88,3884,46
6/7/2020,Punjab,124266,Samples Sent,2608,,,,,,,,,,,,,,2.10%,4.16,4162,48
6/8/2020,Punjab,129821,Samples Sent,2663,,,,,,,,,,,,,,2.05%,4.35,4348,49
6/9/2020,Punjab,136343,Samples Sent,2719,,,,,,,,2,,,,,,1.99%,4.57,4566,50
6/10/2020,Punjab,144467,Samples Sent,2805,,,,,,,,1,,,,,,1.94%,4.84,4838,52
6/11/2020,Punjab,154498,Samples Sent,2887,,,,,,,,0,,,,,,1.87%,5.17,5174,54
6/12/2020,Punjab,165548,Samples Sent,2986,,,,,,,,0,,,,,,1.80%,5.54,5544,55
6/13/2020,Punjab,176533,Samples Sent,3063,,,,,,,,0,,,,,,1.74%,5.91,5912,58
6/14/2020,Punjab,182225,Samples Sent,3140,,,,,,,,1,,,,,,1.72%,6.1,6103,58
6/15/2020,Punjab,188699,Samples Sent,3267,,,,,,,,1,,,,,,1.73%,6.32,6320,58
6/16/2020,Punjab,198211,Samples Sent,3371,,,,,,,,1,,,,,,1.70%,6.64,6638,59
6/17/2020,Punjab,208408,Samples Sent,3497,,,,,,,,2,,,,,,1.68%,6.98,6980,60
6/18/2020,Punjab,219528,Samples Sent,3615,,,,,,,,6,,,,,,1.65%,7.35,7352,61
6/19/2020,Punjab,227012,Samples Sent,3832,,,,,,,,4,,,,,,1.69%,7.6,7603,59
6/20/2020,Punjab,235700,Samples Sent,3952,,,,,,,,5,,,,,,1.68%,7.89,7894,60
6/21/2020,Punjab,240803,Samples Sent,4074,,,,,,,,5,,,,,,1.69%,8.06,8065,59
6/22/2020,Punjab,246760,Samples Sent,4235,,,,,,,,5,,,,,,1.72%,8.26,8264,58
6/23/2020,Punjab,255380,Samples Sent,4397,,,,1245,Institutional,,,5,,,,,,1.72%,8.55,8553,58
6/24/2020,Punjab,260857,Samples Sent,4627,,,,1415,Institutional,,,5,,,,,,1.77%,8.74,8736,56
6/25/2020,Punjab,269037,Samples Sent,4769,,,,1457,Institutional,,25,5,,,,,,1.77%,9.01,9010,56
6/26/2020,Punjab,276919,Samples Sent,4957,,,,1634,Institutional,,24,6,,,,,,,,,
4/5/2020,Rajasthan,12279,Reports Received,260,11439,580,,,,,,,,,,,,2.12%,0.16,159,47
4/7/2020,Rajasthan,17638,Reports Received,363,16401,874,,,,,,,,,,,,2.06%,0.23,228,49
4/8/2020,Rajasthan,17638,Reports Received,363,16401,874,,,,,,,,,,,,2.06%,0.23,228,49
4/9/2020,Rajasthan,19107,Reports Received,463,17851,793,,,,,,,,,,,,2.42%,0.25,247,41
4/10/2020,Rajasthan,22349,Reports Received,561,20698,1090,,,,,,,,,,,,2.51%,0.29,289,40
4/11/2020,Rajasthan,24857,Reports Received,678,22583,1586,,,,,,,,,,,,2.73%,0.32,322,37
4/12/2020,Rajasthan,28505,Reports Received,796,25105,2559,,,,,,,,,,,,2.79%,0.37,369,36
4/13/2020,Rajasthan,31804,Reports Received,847,28657,2300,,,,,,,,,,,,2.66%,0.41,412,38
4/14/2020,Rajasthan,34928,Reports Received,1005,29376,4583,,,,,,,,,,,,2.88%,0.45,452,35
4/15/2020,Rajasthan,37860,Reports Received,1076,31902,4882,,,,,,,,,,,,2.84%,0.49,490,35
4/16/2020,Rajasthan,40778,Reports Received,1101,33739,5938,,,,,,,,,,,,2.70%,0.53,528,37
4/17/2020,Rajasthan,42847,Reports Received,1229,36153,5465,,,,,,,,,,,,2.87%,0.55,555,35
4/18/2020,Rajasthan,47197,Reports Received,1282,39092,6823,,,,,,,,,,,,2.72%,0.61,611,37
4/19/2020,Rajasthan,51614,Reports Received,1478,43537,6599,,,,,,,,,,,,2.86%,0.67,668,35
4/20/2020,Rajasthan,57290,Reports Received,1576,47657,8057,,,,,,,,,,,,2.75%,0.74,741,36
4/21/2020,Rajasthan,61492,Reports Received,1735,54100,5657,,,,,,,,,,,,2.82%,0.8,796,35
4/22/2020,Rajasthan,66257,Reports Received,1888,58552,5817,,,,,,,,,,,,2.85%,0.86,858,35
4/23/2020,Rajasthan,69764,Reports Received,1964,63485,4315,,,,,,,,,,,,2.82%,0.9,903,36
4/24/2020,Rajasthan,74484,Reports Received,2034,68133,4317,,,,,,,,,,,,2.73%,0.96,964,37
4/25/2020,Rajasthan,78993,Reports Received,2083,71806,5104,,,,,,,,,,,,2.64%,1.02,1022,38
4/26/2020,Rajasthan,82942,Reports Received,2185,75670,5087,,,,,,,,,,,,2.63%,1.07,1073,38
4/27/2020,Rajasthan,87777,Reports Received,2262,80830,4685,,,,,,,,,,,,2.58%,1.14,1136,39
4/28/2020,Rajasthan,92506,Reports Received,2364,85834,4308,,,,,,,,,,,,2.56%,1.2,1197,39
4/29/2020,Rajasthan,97790,Reports Received,2438,90108,5244,,,,,,,,,,,,2.49%,1.27,1266,40
4/30/2020,Rajasthan,103704,Reports Received,2584,,,,,,,,,,,,,,2.49%,1.34,1342,40
5/1/2020,Rajasthan,108543,Reports Received,2666,100277,5600,,,,,,,,,,,,2.46%,1.4,1405,41
5/2/2020,Rajasthan,113934,Reports Received,2720,104705,6509,,,,,,,,,,,,2.39%,1.47,1475,42
5/3/2020,Rajasthan,120240,Reports Received,2886,112345,5009,,,,,,,,,,,,2.40%,1.56,1556,42
5/4/2020,Rajasthan,129258,Reports Received,3061,122513,3684,,,,,,,,,,,,2.37%,1.67,1673,42
5/5/2020,Rajasthan,134987,Reports Received,3158,128297,3532,,,,,,,,,,,,2.34%,1.75,1747,43
5/6/2020,Rajasthan,139580,Reports Received,3317,134172,2091,,,,,,,,,,,,2.38%,1.81,1807,42
5/7/2020,Rajasthan,145510,Reports Received,3427,139830,2253,,,,,,,,,,,,2.36%,1.88,1883,42
5/8/2020,Rajasthan,152245,Reports Received,3579,146198,2468,,,,,,,,,,,,2.35%,1.97,1970,43
5/9/2020,Rajasthan,159157,Reports Received,3708,152296,3153,,,,,,,,,,,,2.33%,2.06,2060,43
5/10/2020,Rajasthan,166424,Reports Received,3814,158830,3780,,,,,,,,,,,,2.29%,2.15,2154,44
5/11/2020,Rajasthan,176130,Reports Received,3988,168546,3596,,,,,,,,,,,,2.26%,2.28,2280,44
5/12/2020,Rajasthan,185610,Reports Received,4126,,,,,,,,,,,,,,2.22%,2.4,2402,45
5/13/2020,Rajasthan,194683,Reports Received,4328,186125,4230,,,,,,,,,,,,2.22%,2.52,2520,45
5/14/2020,Rajasthan,204243,Reports Received,4534,197269,2440,,,,,,,,,,,,2.22%,2.64,2643,45
5/15/2020,Rajasthan,212317,Reports Received,4747,203770,3800,,,,,,,,,,,,2.24%,2.75,2748,45
5/16/2020,Rajasthan,221439,Reports Received,4960,213395,3084,,,,,,,,,,,,2.24%,2.87,2866,45
5/17/2020,Rajasthan,231946,Reports Received,5202,221764,4980,,,,,,,,,,,,2.24%,3,3002,45
5/18/2020,Rajasthan,243476,Reports Received,5375,234165,3936,,,,,,,,,,,,2.21%,3.15,3151,45
5/19/2020,Rajasthan,254533,Reports Received,5845,244955,3733,,,,,,,,,,,,2.30%,3.29,3294,44
5/20/2020,Rajasthan,265555,Reports Received,6015,254128,5412,,,,,,,,,,,,2.27%,3.44,3437,44
5/21/2020,Rajasthan,275974,Reports Received,6227,266687,3060,,,,,,,,,,,,2.26%,3.57,3572,44
5/22/2020,Rajasthan,287164,Reports Received,6494,277744,2962,,,,,,,,,,,,2.26%,3.72,3717,44
5/23/2020,Rajasthan,303935,Reports Received,6657,292384,4894,,,,,,,,,,,,2.19%,3.93,3934,46
5/24/2020,Rajasthan,317067,Reports Received,7028,306209,3830,,,,,,,,,,,,2.22%,4.1,4104,45
5/25/2020,Rajasthan,327836,Reports Received,7300,318146,2390,,,,,,,,,,,,2.23%,4.24,4243,45
5/26/2020,Rajasthan,337159,Reports Received,7536,326368,3255,,,,,,,,,,,,2.24%,4.36,4364,45
5/27/2020,Rajasthan,350600,Reports Received,7816,338611,4173,,,,,,,,,,,,2.23%,4.54,4538,45
5/28/2020,Rajasthan,365556,Reports Received,8067,351861,5628,,,,,,,,,,,,2.21%,4.73,4731,45
5/29/2020,Rajasthan,379315,Reports Received,8365,365925,5052,,,,,,,,,,,,2.21%,4.91,4909,45
5/30/2020,Rajasthan,395490,Reports Received,8617,382315,4558,,,,,,,,,,,,2.18%,5.12,5119,46
5/31/2020,Rajasthan,409777,Reports Received,8831,396789,4157,,,,,,,,,,,,2.16%,5.3,5304,46
6/1/2020,Rajasthan,425184,Reports Received,9100,411965,4119,,,,,,,,,,,,2.14%,5.5,5503,47
6/2/2020,Rajasthan,440789,Reports Received,9373,428471,2945,,,,,,,,,,,,2.13%,5.7,5705,47
6/3/2020,Rajasthan,454788,Reports Received,9652,440850,4286,,,,,,,,,,,,2.12%,5.89,5886,47
6/4/2020,Rajasthan,467129,Reports Received,9862,451826,5441,,,,,,,,,,,,2.11%,6.05,6046,47
6/5/2020,Rajasthan,480910,Reports Received,10084,465349,5477,,,,,,,,,,,,2.10%,6.22,6224,48
6/6/2020,Rajasthan,494480,Reports Received,10337,478366,5777,,,,,,,,,,,,2.09%,6.4,6400,48
6/7/2020,Rajasthan,506784,Reports Received,10599,491233,4952,,,,,,,,,,,,2.09%,6.56,6559,48
6/8/2020,Rajasthan,518350,Reports Received,10876,503208,4194,,,,,,,,,,,,2.10%,6.71,6709,48
6/9/2020,Rajasthan,530031,Reports Received,11245,515872,2914,,,,,,,,,,,,2.12%,6.86,6860,47
6/10/2020,Rajasthan,543312,Reports Received,11600,527864,3848,,,,,,,,,,,,2.14%,7.03,7032,47
6/11/2020,Rajasthan,558064,Reports Received,11838,542256,3970,,,,,,,,,,,,2.12%,7.22,7223,47
6/12/2020,Rajasthan,571543,Reports Received,12068,556040,3435,,,,,,,,,,,,2.11%,7.4,7397,47
6/13/2020,Rajasthan,584954,Reports Received,12401,569314,3239,,,,,,,,,,,,2.12%,7.57,7571,47
6/14/2020,Rajasthan,598920,Reports Received,12694,583279,2947,,,,,,,,,,,,2.12%,7.75,7752,47
6/15/2020,Rajasthan,609296,Reports Received,12981,594991,1324,,,,,,,,,,,,2.13%,7.89,7886,47
6/16/2020,Rajasthan,622334,Reports Received,13216,606279,2839,,,,,,,,,,,,2.12%,8.05,8055,47
6/17/2020,Rajasthan,637937,Reports Received,13542,620217,4178,,,,,,,,,,,,2.12%,8.26,8257,47
6/18/2020,Rajasthan,654816,Reports Received,13857,636216,4743,,,,,,,,,,,,2.12%,8.48,8475,47
6/19/2020,Rajasthan,667643,Reports Received,14156,650510,2977,,,,,,,,,,,,2.12%,8.64,8641,47
6/20/2020,Rajasthan,683017,Reports Received,14537,664383,4097,,,,,,,,,,,,2.13%,8.84,8840,47
6/21/2020,Rajasthan,699126,Reports Received,14930,680233,3963,,,,,,,,,,,,2.14%,9.05,9049,47
6/22/2020,Rajasthan,709592,Reports Received,15232,691507,2853,,,,,,,,,,,,2.15%,9.18,9184,47
6/23/2020,Rajasthan,726077,Reports Received,15627,706363,4087,,,,,,,,,,,,2.15%,9.4,9397,46
6/24/2020,Rajasthan,740855,Reports Received,16009,721511,3335,,,,,,,,,,,,2.16%,9.59,9589,46
6/25/2020,Rajasthan,757137,Reports Received,16296,737395,3446,,,,,,,,,,,,,,,
6/26/2020,Rajasthan,770174,Reports Received,16660,750535,2979,,,,,,,,,,,,,,,
5/4/2020,Sikkim,170,Samples Sent,16009,169,1,,,,,,,,,,,,9417.06%,0.26,256,0
5/5/2020,Sikkim,181,Samples Sent,0,171,10,,11,,,,,,,,,,0.00%,0.27,273,
5/6/2020,Sikkim,189,Samples Sent,0,189,0,,,,,,,,,,,,0.00%,0.28,285,
5/7/2020,Sikkim,216,Samples Sent,0,207,9,,,,,,,,,,,,0.00%,0.33,325,
5/8/2020,Sikkim,216,Samples Sent,0,214,2,,,,,,,,,,,,0.00%,0.33,325,
5/9/2020,Sikkim,219,Samples Sent,0,219,0,,,,,,,,,,,,0.00%,0.33,330,
5/10/2020,Sikkim,219,Samples Sent,0,219,0,,540,Centre,,,,,,,,,0.00%,0.33,330,
5/11/2020,Sikkim,219,Samples Sent,0,219,0,,788,Centre,,,,,,,,,0.00%,0.33,330,
5/12/2020,Sikkim,348,Samples Sent,0,229,119,,944,Centre,,,,,,,,,0.00%,0.52,524,
5/13/2020,Sikkim,439,Samples Sent,0,268,171,,1116,Centre,,,,,,,,,0.00%,0.66,661,
5/14/2020,Sikkim,579,Samples Sent,0,292,287,1374,1253,Centre,,,,,,,,,0.00%,0.87,872,
5/15/2020,Sikkim,348,Samples Sent,0,229,119,,,,,,,,,,,,0.00%,0.52,524,
5/16/2020,Sikkim,840,Samples Sent,0,424,416,,,,,,,,,,,,0.00%,1.27,1265,
5/17/2020,Sikkim,947,Samples Sent,0,449,498,,,,,,,,,,,,0.00%,1.43,1426,
5/18/2020,Sikkim,1087,Samples Sent,0,536,551,,,,,,,,,,,,0.00%,1.64,1637,
5/19/2020,Sikkim,1204,Samples Sent,0,827,377,,,,,,,,,,,,0.00%,1.81,1813,
5/20/2020,Sikkim,1342,Samples Sent,0,955,387,,,,,,,,,,,,0.00%,2.02,2021,
5/22/2020,Sikkim,1637,Samples Sent,0,1347,290,2525,1907,Centre,618,,,,,,,,0.00%,2.47,2465,
5/23/2020,Sikkim,1707,Samples Sent,0,1398,309,,,,,,,,,,,,0.00%,2.57,2571,
5/24/2020,Sikkim,1855,Samples Sent,1,1471,383,,,,,,,,,,,,0.05%,2.79,2794,1855
5/25/2020,Sikkim,2103,Samples Sent,1,1508,594,,,,,,,,,,,,0.05%,3.17,3167,2103
5/26/2020,Sikkim,2255,Samples Sent,1,1508,746,,,,,,,,,,,,0.04%,3.4,3396,2255
5/27/2020,Sikkim,2417,Samples Sent,1,1665,751,,,,,,,,,,,,0.04%,3.64,3640,2417
5/28/2020,Sikkim,2626,Samples Sent,1,1801,824,,,,,,,,,,,,0.04%,3.95,3955,2626
5/29/2020,Sikkim,2759,Samples Sent,1,1880,878,,,,,,,,,,,,0.04%,4.16,4155,2759
5/30/2020,Sikkim,2829,Samples Sent,1,2015,813,,,,,,,,,,,,0.04%,4.26,4261,2829
5/31/2020,Sikkim,2925,Samples Sent,1,2173,751,,,,,,,,,,,,0.03%,4.41,4405,2925
6/1/2020,Sikkim,3525,Samples Sent,1,2601,923,,,,,,,,,,,,0.03%,5.31,5309,
6/2/2020,Sikkim,3788,Samples Sent,1,2857,930,,,,,,,,,,,,0.03%,5.7,5705,
6/3/2020,Sikkim,4102,Samples Sent,2,3062,1038,,,,,,,,,,,,0.05%,6.18,6178,
6/4/2020,Sikkim,4358,Samples Sent,2,3894,462,,,,,,,,,,,,0.05%,6.56,6563,
6/5/2020,Sikkim,4761,Samples Sent,3,4143,615,,,,,,,,,,,,0.06%,7.17,7170,
6/6/2020,Sikkim,5005,Samples Sent,3,4273,729,,,,,,,,,,,,0.06%,7.54,7538,
6/8/2020,Sikkim,5547,Samples Sent,6,4953,588,,,,,,,,,,,,0.11%,8.35,8354,
6/9/2020,Sikkim,5815,Samples Sent,12,5508,295,,,,,,,,,,,,0.21%,8.76,8758,
6/10/2020,Sikkim,6161,Samples Sent,12,5850,299,,,,,,,,,,,,0.19%,9.28,9279,
6/11/2020,Sikkim,6692,Samples Sent,12,6063,617,,,,,,,,,,,,0.18%,10.08,10078,
6/12/2020,Sikkim,5157,Samples Sent,26,4830,301,,,,,,,,,,,,0.50%,7.77,7767,
6/13/2020,Sikkim,5377,Samples Sent,62,5029,286,,,,,,,,,,,,1.15%,8.1,8098,
6/14/2020,Sikkim,5664,Samples Sent,67,5177,420,,,,,,,,,,,,1.18%,8.53,8530,
6/15/2020,Sikkim,5762,Samples Sent,68,5521,173,,,,,,,,,,,,1.18%,8.68,8678,
6/16/2020,Sikkim,6192,Samples Sent,68,5715,409,,,,,,,,,,,,1.10%,9.33,9325,
6/17/2020,Sikkim,6349,Samples Sent,70,6004,275,,,,,,,,,,,,1.10%,9.56,9562,
6/19/2020,Sikkim,6882,Samples Sent,70,6500,,,,,,,,,,,,,1.02%,10.36,10364,
6/20/2020,Sikkim,7183,Samples Sent,70,6932,,,,,,,,,,,,,0.97%,10.82,10818,
6/21/2020,Sikkim,9354,Samples Sent,70,8803,,,,,,,,,,,,,0.75%,14.09,14087,
6/22/2020,Sikkim,9449,Samples Sent,78,,,,,,,,,,,,,,0.83%,14.23,14230,
6/23/2020,Sikkim,9594,Samples Sent,79,,,,,,,,,,,,,,0.82%,14.45,14449,
6/24/2020,Sikkim,9849,Samples Sent,83,,,,172,All Included,,,,,,,,,,,,
6/25/2020,Sikkim,10025,Samples Sent,85,,,,172,All Included,,,,,,,,,,,,
6/26/2020,Sikkim,10212,Samples Sent,86,,,,172,All Included,,,,,,,,,,,,
4/3/2020,Tamil Nadu,3684,Samples Sent,411,2789,484,,,,,,,13323,,3044,,,11.16%,0.05,49,9
4/8/2020,Tamil Nadu,5305,Samples Sent,690,4414,201,,,,,,,22049,,3371,,,13.01%,0.07,70,8
4/9/2020,Tamil Nadu,7267,Samples Sent,834,5824,485,,213,Government,,,,29074,,3371,,,11.48%,0.1,96,9
4/10/2020,Tamil Nadu,8410,Samples Sent,911,6838,661,,168,Government,,,,29074,,3371,,,10.83%,0.11,111,9
4/11/2020,Tamil Nadu,9842,Samples Sent,969,7779,1094,,165,Government,,,,29074,,3371,,,9.85%,0.13,130,10
4/12/2020,Tamil Nadu,10655,Samples Sent,1075,,,,162,Government,,,,29074,,3371,,,10.09%,0.14,141,10
4/13/2020,Tamil Nadu,12746,Samples Sent,1173,,,,162,Government,,,,29074,,3371,,,9.20%,0.17,168,11
4/14/2020,Tamil Nadu,19255,Samples Sent,1204,13234,777,,135,Government,,,,29074,,3371,,,6.25%,0.25,254,16
4/15/2020,Tamil Nadu,21994,Samples Sent,1242,15210,1383,,107,Government,,,,29074,,3371,,,5.65%,0.29,291,18
4/16/2020,Tamil Nadu,26005,Samples Sent,1267,18743,1400,,41,Government,,,,29074,,3371,,,4.87%,0.34,344,21
4/17/2020,Tamil Nadu,29673,Samples Sent,1323,21628,2023,,34,Government,,,,29074,,3371,,,4.46%,0.39,392,22
4/18/2020,Tamil Nadu,35036,Samples Sent,1372,27192,1433,,34,Government,,,,29074,,3371,,,3.92%,0.46,463,26
4/19/2020,Tamil Nadu,40876,Samples Sent,1477,31853,2411,,20,Government,,,,29074,,3371,,,3.61%,0.54,540,28
4/20/2020,Tamil Nadu,46985,Samples Sent,1520,38082,2108,,145,Government,,,,29074,,3371,,,3.24%,0.62,621,31
4/21/2020,Tamil Nadu,53045,Samples Sent,1596,43582,1990,,145,Government,,,,,,,,,3.01%,0.7,701,33
4/22/2020,Tamil Nadu,59023,Samples Sent,1629,49506,1937,,155,Government,,,,29074,,3371,,,2.76%,0.78,780,36
4/23/2020,Tamil Nadu,65977,Samples Sent,1683,56836,1433,,106,Government,,,,29074,,3371,,,2.55%,0.87,872,39
4/24/2020,Tamil Nadu,72403,Samples Sent,1755,62596,1483,,19,Government,,,,29074,,3371,,,2.42%,0.96,957,41
4/25/2020,Tamil Nadu,80110,Samples Sent,1821,69390,1754,,25,Government,,,,,,,,,2.27%,1.06,1058,44
